author,text
HPL,"['remained', 'paralysed', 'fear', 'found', 'voice', 'dying', 'breath', 'screamed', 'forth', 'words', 'ever', 'afterward', 'haunted', 'days', 'nights']"
MWS,"['surely', 'custom', 'englishmen', 'receive', 'strangers', 'inhospitably']"
MWS,"['remained', 'confined', 'five', 'months', 'trial', 'took', 'place', 'result', 'deprived', 'fortune', 'condemned', 'perpetual', 'exile', 'native', 'country']"
HPL,"['never', 'stopped', 'swimmin', 'aout', 'river', 'cursed', 'reef', 'satan', 'attic', 'winders', 'got', 'boarded', 'noises', 'heerd', 'haouses', 'want', 'sposed', 'hev', 'nobody', 'em']"
HPL,"['lawrence', 'prominent', 'mock', 'fraternity', 'tappa', 'tappa', 'keg', 'wildest', 'merriest', 'wild', 'merry', 'young', 'roysterers', 'immature', 'collegiate', 'frivolity', 'satisfy']"
HPL,"['limbs', 'save', 'black', 'fur', 'roughly', 'resembled', 'hind', 'legs', 'prehistoric', 'earths', 'giant', 'saurians', 'terminated', 'ridgy', 'veined', 'pads', 'neither', 'hooves', 'claws']"
MWS,"['enticements', 'sufficient', 'conquer', 'fear', 'danger', 'death', 'induce', 'commence', 'laborious', 'voyage', 'joy', 'child', 'feels', 'embarks', 'little', 'boat', 'holiday', 'mates', 'expedition', 'discovery', 'native', 'river']"
HPL,"['adequate', 'bolts', 'two', 'lateral', 'doors', 'connecting', 'rooms', 'proceeded', 'fasten']"
EAP,"['supposition', 'well', 'taught', 'boy', 'thin', 'tall', 'age', 'sufficiently', 'could', 'concealed', 'drawer', 'almost', 'immediately', 'chess', 'board', 'played', 'game', 'chess', 'effected', 'evolutions', 'automaton']"
EAP,"['interspersed', 'room', 'crossing', 'recrossing', 'endless', 'irregularity', 'innumerable', 'benches', 'desks', 'black', 'ancient', 'time', 'worn', 'piled', 'desperately', 'much', 'bethumbed', 'books', 'beseamed', 'initial', 'letters', 'names', 'full', 'length', 'grotesque', 'figures', 'multiplied', 'efforts', 'knife', 'entirely', 'lost', 'little', 'original', 'form', 'might', 'portion', 'days', 'long', 'departed']"
MWS,"['manly', 'courage', 'resistance', 'save', 'us', 'saved']"
MWS,"['silver', 'hair', 'benevolent', 'countenance', 'aged', 'cottager', 'reverence', 'gentle', 'manners', 'girl', 'enticed', 'love']"
MWS,"['commenced', 'inuring', 'body', 'hardship']"
EAP,"['absurdities', 'must', 'pause', 'detail']"
MWS,"['travelled', 'night', 'fearful', 'encountering', 'visage', 'human']"
EAP,"['scarcely', 'recovered', 'senses', 'foretopsail', 'went', 'shreds', 'got', 'storm', 'stay', 'sail', 'pretty', 'well', 'hours', 'ship', 'heading', 'sea', 'much', 'steadily']"
EAP,"['lower', 'portion', 'hidden', 'view', 'head', 'unwieldy', 'bedstead', 'thrust', 'close']"
MWS,"['adrian', 'introduced', 'systematic', 'modes', 'proceeding', 'metropolis', 'unable', 'stop', 'progress', 'death', 'yet', 'prevented', 'evils', 'vice', 'folly', 'rendering', 'awful', 'fate', 'hour', 'still', 'tremendous']"
EAP,"['quarter', 'past', 'eight', 'longer', 'able', 'draw', 'breath', 'without', 'intolerable', 'pain', 'proceeded', 'forthwith', 'adjust', 'around', 'car', 'apparatus', 'belonging', 'condenser']"
HPL,"['professor', 'stricken', 'whilst', 'returning', 'newport', 'boat', 'falling', 'suddenly', 'witnesses', 'said', 'jostled', 'nautical', 'looking', 'negro', 'come', 'one', 'queer', 'dark', 'courts', 'precipitous', 'hillside', 'formed', 'short', 'cut', 'waterfront', 'deceaseds', 'home', 'williams', 'street']"
HPL,"['suddenly', 'wretch', 'animated', 'last', 'burst', 'strength', 'raised', 'hideous', 'head', 'damp', 'sunken', 'pavement']"
EAP,"['ha', 'ha', 'ha', 'said', 'gentleman', 'hi', 'hi', 'hi', 'ho', 'ho', 'ho', 'hu', 'hu', 'hu', 'hu', 'good', 'indeed', 'must', 'astonished', 'mon', 'ami', 'friend', 'wit', 'drole', 'must', 'understand', 'letter']"
EAP,"['true', 'may', 'find', 'opportunity', 'transmitting', 'world', 'fall', 'make', 'endeavour']"
EAP,"['repeat', 'landscape', 'arrangements', 'collocations', 'alone', 'physical', 'nature', 'susceptible', 'exaltation', 'therefore', 'susceptibility', 'improvement', 'one', 'point', 'mystery', 'hitherto', 'unable', 'solve']"
HPL,"['also', 'cut', 'timber', 'began', 'repair', 'unused', 'parts', 'house', 'spacious', 'peaked', 'roofed', 'affair', 'whose', 'rear', 'end', 'buried', 'entirely', 'rocky', 'hillside', 'whose', 'three', 'least', 'ruined', 'ground', 'floor', 'rooms', 'always', 'sufficient', 'daughter']"
EAP,"['meantime', 'folly', 'grieve', 'think']"
MWS,"['extreme', 'darkness', 'stage', 'whose', 'light', 'received', 'fire', 'cauldron', 'joined', 'kind', 'mist', 'floated', 'rendered', 'unearthly', 'shapes', 'witches', 'obscure', 'shadowy']"
HPL,"['sheehans', 'acknowledged', 'centre', 'chicagos', 'subterranean', 'traffic', 'liquor', 'narcotics', 'certain', 'dignity', 'extends', 'even', 'unkempt', 'attachés', 'place', 'lately', 'one', 'lay', 'outside', 'pale', 'dignity', 'one', 'shared', 'squalor', 'filth', 'importance', 'sheehans']"
EAP,"['perhaps', 'gradation', 'copy', 'rendered', 'readily', 'perceptible', 'possibly', 'owed', 'security', 'master', 'air', 'copyist', 'disdaining', 'letter', 'painting', 'obtuse', 'see', 'gave', 'full', 'spirit', 'original', 'individual', 'contemplation', 'chagrin']"
HPL,"['perhaps', 'effect', 'surroundings', 'mind', 'early', 'acquired', 'shade', 'melancholy']"
HPL,"['ought', 'hear', 'though', 'old', 'timers', 'tell', 'black', 'reef', 'coast', 'devil', 'reef', 'call']"
EAP,"['prince', 'provided', 'appliances', 'pleasure']"
HPL,"['week', 'tasted', 'full', 'joys', 'charnel', 'conviviality', 'must', 'describe', 'thing', 'happened', 'borne', 'away', 'accursed', 'abode', 'sorrow', 'monotony']"
HPL,"['see', 'enough', 'tell', 'ye', 'mis', 'corey', 'dunt', 'mean', 'good', 'think', 'men', 'folks', 'ought', 'git', 'party', 'suthin']"
HPL,"['recognised', 'school', 'sculpture', 'animated', 'terrible', 'object', 'yet', 'centuries', 'even', 'thousands', 'years', 'seemed', 'recorded', 'dim', 'greenish', 'surface', 'unplaceable', 'stone']"
MWS,"['long', 'time', 'dared', 'hope', 'unobstructed', 'breathing', 'moisture', 'suffused', 'forehead', 'tokens', 'longer', 'mistaken', 'departure', 'mortal', 'malady', 'ventured', 'whisper', 'news', 'change', 'idris', 'length', 'succeeded', 'persuading', 'spoke', 'truth']"
EAP,"['comprehended', 'moreover', 'true', 'character', 'august', 'aims', 'supreme', 'majesty', 'dignity', 'poetic', 'sentiment']"
EAP,"['else', 'immortality', 'man']"
EAP,"['laid', 'second', 'tier', 'third', 'fourth', 'heard', 'furious', 'vibrations', 'chain']"
HPL,"['became', 'disconcerting', 'even', 'gruesome', 'companion', 'yet', 'gratitude', 'healing', 'could', 'well', 'abandon', 'strangers', 'around', 'careful', 'dust', 'room', 'attend', 'needs', 'day', 'muffled', 'heavy', 'ulster', 'bought', 'especially', 'purpose']"
EAP,"['longed', 'love', 'filled', 'overflowing']"
HPL,"['lambent', 'glow', 'sort', 'always', 'played', 'old', 'woman', 'small', 'furry', 'thing', 'lighter', 'sharper', 'dreams', 'prefaced', 'plunge', 'unknown', 'abysses', 'thought', 'wakeful', 'second', 'person', 'could', 'see', 'dream', 'luminance', 'utterly', 'beyond', 'sane', 'harbourage']"
MWS,"['first', 'thought', 'perdita', 'must', 'return', 'must', 'support', 'drawing', 'food', 'despair', 'might', 'best', 'sustain', 'wounded', 'heart', 'recalling', 'wild', 'excesses', 'grief', 'austere', 'laws', 'duty', 'soft', 'tenderness', 'regret']"
MWS,"['owned', 'affinity', 'mankind', 'nature', 'akin', 'mountains', 'sky', 'friends', 'winds', 'heaven', 'offspring', 'earth', 'playmates', 'focus', 'mighty', 'mirror', 'felt', 'life', 'mingle', 'universe', 'existence']"
HPL,"['uninquiring', 'souls', 'let', 'occurrence', 'pass', 'one', 'major', 'clashes', 'spasmodic', 'war', 'liquor']"
EAP,"['rigging', 'found', 'ill', 'fitted', 'greatly', 'strained', 'third', 'day', 'blow', 'five', 'afternoon', 'mizzen', 'mast', 'heavy', 'lurch', 'windward', 'went', 'board']"
MWS,"['alfred', 'stood', 'immoveable', 'whole', 'attention', 'absorbed']"
HPL,"['beyond', 'rusted', 'railway', 'rowley', 'road', 'led', 'flat', 'marshy', 'terrain', 'dotted', 'islets', 'higher', 'dryer', 'scrub', 'grown', 'land']"
HPL,"['williamson', 'records', 'traditions', 'supplied', 'abundance', 'grandfather', 'though', 'orne', 'material', 'depend', 'uncle', 'walter', 'put', 'disposal', 'contents', 'files', 'including', 'notes', 'letters', 'cuttings', 'heirlooms', 'photographs', 'miniatures']"
EAP,"['closer', 'scrutiny', 'however', 'satisfied', 'intended', 'kid', 'ha', 'ha', 'said', 'sure', 'right', 'laugh', 'million', 'half', 'money', 'serious', 'matter', 'mirth', 'establish', 'third', 'link', 'chain', 'find', 'especial', 'connexion', 'pirates', 'goat', 'pirates', 'know', 'nothing', 'goats', 'appertain', 'farming', 'interest']"
EAP,"['cause', 'wonder', 'surely', 'even', 'gang', 'blackguards', 'make', 'haste', 'get', 'home', 'wide', 'river', 'crossed', 'small', 'boats', 'storm', 'impends', 'night', 'approaches']"
EAP,"['connexion', 'two', 'events', 'much', 'palpable', 'true', 'wonder', 'would', 'failure', 'populace', 'appreciate', 'seize']"
HPL,"['heard', 'fears', 'driven', 'people', 'kilderry', 'laughed', 'loudly', 'friend', 'laughed', 'fears', 'vaguest', 'wildest', 'absurd', 'character']"
MWS,"['leave', 'inexorable']"
MWS,"['listened', 'father', 'silence', 'remained', 'time', 'incapable', 'offering', 'reply']"
MWS,"['hate', 'abhorrence', 'can', 'not', 'equal', 'regard']"
HPL,"['albeit', 'without', 'definite', 'reason', 'instinctively', 'guard', 'advantage', 'new', 'real', 'crisis', 'whatever', 'might', 'turn']"
EAP,"['assured', 'patron', 'perfectly', 'resigned', 'task', 'playing', 'thomas', 'hawk']"
EAP,"['large', 'bruise', 'discovered', 'upon', 'pit', 'stomach', 'produced', 'apparently', 'pressure', 'knee']"
EAP,"['mem', 'hell', 'answer']"
EAP,"['let', 'composition', 'defective', 'let', 'emendation', 'wrought', 'mere', 'arrangement', 'form', 'let', 'emendation', 'submitted', 'every', 'artist', 'world', 'necessity', 'admitted']"
EAP,"['hangman', 'however', 'adjusted', 'noose', 'neck']"
HPL,"['utter', 'horrifying', 'suddenness', 'heard', 'frightful', 'sound']"
EAP,"['boat', 'however', 'must', 'detained']"
EAP,"['started', 'four', 'oclock', 'legrand', 'jupiter', 'dog']"
HPL,"['maps', 'records', 'guide', 'books', 'really', 'tell', 'north', 'end', 'bah', 'guess', 'ill', 'guarantee', 'lead', 'thirty', 'forty', 'alleys', 'networks', 'alleys', 'north', 'prince', 'street', 'arent', 'suspected', 'ten', 'living', 'beings', 'outside', 'foreigners', 'swarm']"
HPL,"['would', 'useless', 'describe', 'playing', 'erich', 'zann', 'dreadful', 'night']"
EAP,"['particular', 'instance', 'understood', 'probable', 'proceeded', 'upon', 'route', 'average', 'diversity', 'accustomed', 'ones']"
EAP,"['noticed', 'particulars', 'others', 'turned', 'eyes', 'upon', 'glorious', 'prospect', 'soon', 'became', 'absorbed', 'contemplation']"
EAP,"['many', 'vessels', 'fired', 'signal', 'guns', 'saluted', 'loud', 'cheers', 'heard', 'surprising', 'distinctness', 'waving', 'caps', 'handkerchiefs']"
EAP,"['party', 'spread', 'hurried', 'room', 'room']"
MWS,"['made', 'vow', 'love', 'train', 'struggles', 'disappointment', 'remorse', 'sought', 'mere', 'sensual', 'enjoyment', 'remedy', 'injurious', 'inroads', 'passion']"
HPL,"['johansen', 'brooded', 'idol', 'cabin', 'attended', 'matters', 'food', 'laughing', 'maniac', 'side']"
EAP,"['latter', 'examined', 'carefully', 'deposited', 'pocket', 'book', 'unlocking', 'escritoire', 'took', 'thence', 'letter', 'gave', 'prefect']"
HPL,"['retired', 'early', 'full', 'dread', 'long', 'time', 'could', 'sleep', 'uncanny', 'silence', 'tower']"
MWS,"['provided', 'sum', 'money', 'together', 'jewels', 'belonged', 'mother', 'departed']"
MWS,"['rushed', 'towards', 'window', 'drawing', 'pistol', 'bosom', 'fired', 'eluded', 'leaped', 'station', 'running', 'swiftness', 'lightning', 'plunged', 'lake']"
EAP,"['xh', 'pxh', 'pxh', 'jxhn', 'dxnt', 'dx', 'sx', 'yxuve', 'gxt', 'tx', 'gx', 'yxu', 'knxw', 'sx', 'gx', 'xnce', 'dxnt', 'gx', 'slxw', 'fxr', 'nxbxdy', 'xwns', 'yxu', 'yxu', 'knxw']"
EAP,"['would', 'sworn', 'writer', 'born', 'brought', 'coffin']"
EAP,"['prodigious', 'number', 'stately', 'palaces']"
MWS,"['might', 'heard', 'return', 'london', 'visit', 'bolters', 'lock', 'connected', 'continued', 'absence', 'might', 'tend', 'greatly', 'alarm']"
MWS,"['man', 'whose', 'name', 'beaufort', 'proud', 'unbending', 'disposition', 'could', 'bear', 'live', 'poverty', 'oblivion', 'country', 'formerly', 'distinguished', 'rank', 'magnificence']"
MWS,"['found', 'side', 'humid', 'pathway', 'dry', 'land', 'sole', 'foot']"
MWS,"['dare', 'ask', 'think', 'right', 'may', 'still', 'misled', 'passion']"
HPL,"['refusing', 'flee', 'watched', 'fade', 'watched', 'felt', 'turn', 'watching', 'greedily', 'eyes', 'imaginable', 'visible']"
EAP,"['soon', 'possible', 'soon', 'dark', 'see']"
MWS,"['since', 'must', 'object', 'indifference', 'contempt', 'better', 'far', 'better', 'avoid', 'expose', 'scornful', 'world', 'chance', 'playing', 'mad', 'game', 'fond', 'foolish', 'icarus']"
MWS,"['shewed', 'dangers', 'children', 'incurred', 'absence', 'length', 'agreed', 'go', 'beyond', 'inclosure', 'forest']"
EAP,"['entire', 'surface', 'metallic', 'enclosure', 'rudely', 'daubed', 'hideous', 'repulsive', 'devices', 'charnel', 'superstition', 'monks', 'given', 'rise']"
HPL,"['scene', 'must', 'corresponded', 'sealed', 'loft', 'overhead', 'begun', 'attack', 'imagination', 'violently', 'later', 'impressions', 'faint', 'hazy']"
EAP,"['mille', 'tonnerres', 'ejaculated', 'prince', 'de', 'grenouille']"
MWS,"['remains', 'half', 'finished', 'creature', 'destroyed', 'lay', 'scattered', 'floor', 'almost', 'felt', 'mangled', 'living', 'flesh', 'human']"
HPL,"['plain', 'owner', 'come', 'home', 'come', 'land', 'balloon', 'airship', 'could', 'imagined']"
HPL,"['others', 'thought', 'still', 'think', 'hed', 'found', 'old', 'pirate', 'cache', 'devil', 'reef']"
HPL,"['saw', 'glass', 'thin', 'dark', 'man', 'medium', 'stature', 'attired', 'clerical', 'garb', 'anglican', 'church', 'apparently', 'thirty', 'rimless', 'steel', 'bowed', 'glasses', 'glistening', 'beneath', 'sallow', 'olive', 'forehead', 'abnormal', 'height']"
MWS,"['kindly', 'influence', 'ceased', 'act', 'found', 'fettered', 'grief', 'indulging', 'misery', 'reflection']"
EAP,"['sailor', 'looked', 'gigantic', 'animal', 'seized', 'madame', 'lespanaye', 'hair', 'loose', 'combing', 'flourishing', 'razor', 'face', 'imitation', 'motions', 'barber']"
MWS,"['feelings', 'forever', 'stretch', 'begins', 'sink', 'repose', 'finds', 'obliged', 'quit', 'rests', 'pleasure', 'something', 'new', 'engages', 'attention', 'also', 'forsakes', 'novelties']"
MWS,"['father', 'safie', 'cause', 'ruin']"
EAP,"['matter', 'impossible']"
EAP,"['said', 'baron', 'turning', 'abruptly', 'toward', 'speaker', 'dead', 'say', 'indeed', 'true', 'lord', 'noble', 'name', 'imagine', 'unwelcome', 'intelligence']"
EAP,"['length', 'one', 'escaping', 'sewer', 'gave', 'freedom', 'rest']"
MWS,"['children', 'said', 'firmest', 'hopes', 'future', 'happiness', 'placed', 'prospect', 'union']"
EAP,"['mean', 'line', 'perdidit', 'antiquum', 'litera', 'sonum']"
EAP,"['establishing', 'tea', 'pot', 'expected', 'field']"
EAP,"['would', 'left', 'nothing', 'behind', 'number', 'would', 'enabled', 'carry']"
EAP,"['time', 'place', 'circumstances', 'rendered', 'matter', 'beyond', 'question']"
HPL,"['developed', 'strange', 'caprices', 'acquiring', 'fondness', 'exotic', 'spices', 'egyptian', 'incense', 'till', 'room', 'smelled', 'like', 'vault', 'sepulchred', 'pharaoh', 'valley', 'kings']"
EAP,"['made', 'special', 'effects', 'indeed', 'wrought', 'fluid', 'special', 'impulses', 'subject', 'exact', 'calculation', 'became', 'easy', 'determine', 'precise', 'period', 'impulse', 'given', 'extent', 'would', 'engirdle', 'orb', 'impress', 'ever', 'every', 'atom', 'atmosphere', 'circumambient']"
EAP,"['yes', 'reason', 'despair']"
HPL,"['haowd', 'ye', 'like', 'hear', 'comes', 'awful', 'reef', 'every', 'may', 'eve', 'hallowmass']"
HPL,"['alienists', 'listened', 'keen', 'attention', 'words', 'since', 'curiosity', 'aroused', 'high', 'pitch', 'suggestive', 'yet', 'mostly', 'conflicting', 'incoherent', 'stories', 'family', 'neighbours']"
HPL,"['must', 'midnight', 'least', 'birch', 'decided', 'could', 'get', 'transom']"
MWS,"['win', 'shall', 'deny', 'grief', 'know', 'secret', 'pour', 'balm', 'soul', 'shall', 'enjoy', 'ravishing', 'delight', 'beholding', 'smile', 'seeing', 'eyes', 'beam', 'pleasure', 'least', 'gentle', 'love', 'thankfulness']"
EAP,"['must', 'careful', 'give', 'thing', 'downright', 'improviso', 'air']"
HPL,"['uncle', 'began', 'slowly', 'grudgingly', 'unwrap', 'things', 'urged', 'shocked', 'strangeness', 'frequent', 'hideousness', 'designs']"
HPL,"['looked', 'subtle', 'curious', 'sense', 'beckoning', 'seemed', 'superadded', 'grim', 'repulsion', 'oddly', 'enough', 'found', 'overtone', 'disturbing', 'primary', 'impression']"
HPL,"['curious', 'although', 'differed', 'widely', 'mass', 'hispanicised', 'tribal', 'indians', 'romero', 'gave', 'least', 'impression', 'caucasian', 'blood']"
EAP,"['ferdinand', 'fitz', 'fossillus', 'feltspar']"
EAP,"['termination', 'sentence', 'started', 'moment', 'paused', 'appeared', 'although', 'concluded', 'excited', 'fancy', 'deceived', 'appeared', 'remote', 'portion', 'mansion', 'came', 'indistinctly', 'ears', 'might', 'exact', 'similarity', 'character', 'echo', 'stifled', 'dull', 'one', 'certainly', 'cracking', 'ripping', 'sound', 'sir', 'launcelot', 'particularly', 'described']"
EAP,"['indications', 'afforded', 'barometer', 'find', 'ascensions', 'surface', 'earth', 'height', 'feet', 'left', 'us', 'one', 'thirtieth', 'entire', 'mass', 'atmospheric', 'air', 'ascended', 'nearly', 'one', 'third', 'far', 'elevation', 'cotopaxi', 'surmounted', 'one', 'half', 'material', 'events', 'one', 'half', 'ponderable', 'body', 'air', 'incumbent', 'upon', 'globe']"
HPL,"['task', 'seemed', 'interminable', 'raged', 'almost', 'violently', 'hermit', 'saw', 'hours', 'slipping', 'breathless', 'foodless', 'round', 'vain', 'telephoning', 'hectic', 'quest', 'place', 'place', 'hither', 'thither', 'subway', 'surface', 'car']"
MWS,"['soon', 'arrived', 'hut', 'door', 'ajar']"
HPL,"['great', 'great', 'grandmother']"
MWS,"['moment', 'almost', 'paralized', 'fear', 'energy', 'returned', 'demanded', 'guide', 'accompany', 'following', 'steps']"
MWS,"['could', 'pleasure', 'destroyed', 'cottage', 'inhabitants', 'glutted', 'shrieks', 'misery']"
EAP,"['breathed', 'longer']"
EAP,"['existing', 'moon']"
EAP,"['diminutive', 'head', 'gilded', 'hair']"
HPL,"['child', 'born', 'alive', 'house', 'century', 'half']"
HPL,"['september', 'approached', 'clouds', 'began', 'clear']"
